"","id","kidgen","momage","kidage","homecog","homeemo","occasion","anti","read","kidagetv","kidage6","kidagesq","kidagec","occasion2"
"1263",7728,1,24,6.17,6,10,2,1,4.7,10.17,4.17,17.3889,72.511713,4
"1264",7728,1,24,6.17,6,10,3,4,7,12.17,6.17,38.0689,234.885113,9
"1265",7734,0,24,6.42,11,11,0,0,2.2,6.42,0.42,0.1764,0.074088,0
"1266",7734,0,24,6.42,11,11,1,0,5.1,8.42,2.42,5.8564,14.172488,1
"1267",7734,0,24,6.42,11,11,2,0,6,10.42,4.42,19.5364,86.350888,4
"1268",7734,0,24,6.42,11,11,3,0,7,12.42,6.42,41.2164,264.609288,9
"1269",7798,1,24,6.83,10,8,0,3,1.7,6.83,0.83,0.6889,0.571787,0
"1270",7798,1,24,6.83,10,8,1,4,1.6,8.83,2.83,8.0089,22.665187,1
"1271",7798,1,24,6.83,10,8,2,4,2.2,10.83,4.83,23.3289,112.678587,4
"1272",7798,1,24,6.83,10,8,3,1,2.5,12.83,6.83,46.6489,318.611987,9
"1273",7811,1,24,6.25,2,8,0,1,2.1,6.25,0.25,0.0625,0.015625,0
"1274",7811,1,24,6.25,2,8,1,4,3,8.25,2.25,5.0625,11.390625,1
"1275",7811,1,24,6.25,2,8,2,4,NA,10.25,4.25,18.0625,76.765625,4
"1276",7811,1,24,6.25,2,8,3,5,3.5,12.25,6.25,39.0625,244.140625,9
"1277",7855,0,24,6.33,7,11,0,2,1.7,6.33,0.33,0.1089,0.035937,0
"1278",7855,0,24,6.33,7,11,1,2,3.2,8.33,2.33,5.4289,12.649337,1
"1279",7855,0,24,6.33,7,11,2,0,3.9,10.33,4.33,18.7489,81.182737,4
"1280",7855,0,24,6.33,7,11,3,0,4.7,12.33,6.33,40.0689,253.636137,9
"1281",7869,0,24,6.58,11,8,0,0,1.8,6.58,0.58,0.3364,0.195112,0
"1282",7869,0,24,6.58,11,8,1,0,3.2,8.58,2.58,6.6564,17.173512,1
"1283",7869,0,24,6.58,11,8,2,0,5.3,10.58,4.58,20.9764,96.071912,4
"1284",7869,0,24,6.58,11,8,3,0,5.9,12.58,6.58,43.2964,284.890312,9
"1285",7873,1,24,7.92,12,10,0,0,4.5,7.92,1.92,3.6864,7.077888,0
"1286",7873,1,24,7.92,12,10,1,0,5.2,9.92,3.92,15.3664,60.236288,1
"1287",7873,1,24,7.92,12,10,2,0,6.1,11.92,5.92,35.0464,207.474688,4
"1288",7873,1,24,7.92,12,10,3,0,7.9,13.92,7.92,62.7264,496.793088,9
"1289",7875,1,24,6.5,10,10,0,0,2.1,6.5,0.5,0.25,0.125,0
"1290",7875,1,24,6.5,10,10,1,0,5.5,8.5,2.5,6.25,15.625,1
"1291",7875,1,24,6.5,10,10,2,0,6.8,10.5,4.5,20.25,91.125,4
"1292",7875,1,24,6.5,10,10,3,0,6.9,12.5,6.5,42.25,274.625,9
"1293",7891,0,24,6.42,4,1,0,5,1.8,6.42,0.42,0.1764,0.074088,0
"1294",7891,0,24,6.42,4,1,1,1,3.6,8.42,2.42,5.8564,14.172488,1
"1295",7904,1,24,7.67,8,8,0,0,3,7.67,1.67,2.7889,4.657463,0
"1296",7904,1,24,7.67,8,8,1,0,4.7,9.67,3.67,13.4689,49.430863,1
"1297",7905,0,24,7.58,9,10,0,3,2.6,7.58,1.58,2.4964,3.944312,0
"1298",7905,0,24,7.58,9,10,1,8,4.4,9.58,3.58,12.8164,45.882712,1
"1299",7919,1,25,6.42,12,10,0,0,1.8,6.42,0.42,0.1764,0.074088,0
"1300",7919,1,25,6.42,12,10,1,0,NA,8.42,2.42,5.8564,14.172488,1
"1301",7938,0,24,6.5,9,12,0,0,3.6,6.5,0.5,0.25,0.125,0
"1302",7938,0,24,6.5,9,12,1,2,5,8.5,2.5,6.25,15.625,1
"1303",7979,0,24,6.75,10,12,0,2,3,6.75,0.75,0.5625,0.421875,0
"1304",7979,0,24,6.75,10,12,1,3,NA,8.75,2.75,7.5625,20.796875,1
"1305",7986,1,25,6.92,12,11,0,2,1.7,6.92,0.92,0.8464,0.778688,0
"1306",7986,1,25,6.92,12,11,1,0,2.1,8.92,2.92,8.5264,24.897088,1
"1307",7986,1,25,6.92,12,11,2,0,2.4,10.92,4.92,24.2064,119.095488,4
"1308",7986,1,25,6.92,12,11,3,0,3.4,12.92,6.92,47.8864,331.373888,9
"1309",8006,1,24,6.08,6,7,0,0,1.3,6.08,0.0800000000000001,0.00640000000000001,0.000512000000000001,0
"1310",8006,1,24,6.08,6,7,1,2,2.6,8.08,2.08,4.3264,8.998912,1
"1311",8006,1,24,6.08,6,7,2,1,3.4,10.08,4.08,16.6464,67.917312,4
"1312",8006,1,24,6.08,6,7,3,0,4.2,12.08,6.08,36.9664,224.755712,9
"1313",8031,0,24,7.83,12,10,0,4,3.2,7.83,1.83,3.3489,6.128487,0
"1314",8031,0,24,7.83,12,10,1,6,4.9,9.83,3.83,14.6689,56.181887,1
"1315",8085,0,24,6.33,10,11,0,2,1.7,6.33,0.33,0.1089,0.035937,0
"1316",8085,0,24,6.33,10,11,1,2,3.7,8.33,2.33,5.4289,12.649337,1
"1317",8085,0,24,6.33,10,11,2,2,5,10.33,4.33,18.7489,81.182737,4
"1318",8085,0,24,6.33,10,11,3,2,6.5,12.33,6.33,40.0689,253.636137,9
"1319",8157,0,23,7.92,5,9,0,1,3.5,7.92,1.92,3.6864,7.077888,0
"1320",8157,0,23,7.92,5,9,1,0,4.7,9.92,3.92,15.3664,60.236288,1
"1321",8190,1,23,6.75,3,9,0,1,2.1,6.75,0.75,0.5625,0.421875,0
"1322",8190,1,23,6.75,3,9,1,3,4.7,8.75,2.75,7.5625,20.796875,1
"1323",8190,1,23,6.75,3,9,2,5,5.7,10.75,4.75,22.5625,107.171875,4
"1324",8190,1,23,6.75,3,9,3,8,5.2,12.75,6.75,45.5625,307.546875,9
"1325",8239,0,23,8,8,10,0,1,3.4,8,2,4,8,0
"1326",8239,0,23,8,8,10,1,0,4.6,10,4,16,64,1
"1327",8239,0,23,8,8,10,2,1,5.8,12,6,36,216,4
"1328",8239,0,23,8,8,10,3,0,6.4,14,8,64,512,9
"1329",8274,0,24,7.25,8,12,0,3,1.6,7.25,1.25,1.5625,1.953125,0
"1330",8274,0,24,7.25,8,12,1,2,5.2,9.25,3.25,10.5625,34.328125,1
"1331",8274,0,24,7.25,8,12,2,4,5.6,11.25,5.25,27.5625,144.703125,4
"1332",8274,0,24,7.25,8,12,3,3,6.6,13.25,7.25,52.5625,381.078125,9
"1333",8288,1,23,7.42,10,7,0,0,2.1,7.42,1.42,2.0164,2.863288,0
"1334",8288,1,23,7.42,10,7,1,0,2.4,9.42,3.42,11.6964,40.001688,1
"1335",8288,1,23,7.42,10,7,2,0,3.4,11.42,5.42,29.3764,159.220088,4
"1336",8288,1,23,7.42,10,7,3,2,3.9,13.42,7.42,55.0564,408.518488,9
"1337",8335,0,23,6.5,13,12,0,2,1.7,6.5,0.5,0.25,0.125,0
"1338",8361,1,23,7.83,9,8,0,0,5.1,7.83,1.83,3.3489,6.128487,0
"1339",8361,1,23,7.83,9,8,1,2,5.7,9.83,3.83,14.6689,56.181887,1
"1340",8361,1,23,7.83,9,8,2,2,6.3,11.83,5.83,33.9889,198.155287,4
"1341",8361,1,23,7.83,9,8,3,4,7.5,13.83,7.83,61.3089,480.048687,9
"1342",8393,1,23,7.17,11,9,0,0,2.6,7.17,1.17,1.3689,1.601613,0
"1343",8393,1,23,7.17,11,9,1,1,3.7,9.17,3.17,10.0489,31.855013,1
"1344",8393,1,23,7.17,11,9,2,0,4.6,11.17,5.17,26.7289,138.188413,4
"1345",8393,1,23,7.17,11,9,3,0,6.3,13.17,7.17,51.4089,368.601813,9
"1346",8423,0,23,7.08,8,8,0,3,2.3,7.08,1.08,1.1664,1.259712,0
"1347",8423,0,23,7.08,8,8,1,6,4.2,9.08,3.08,9.4864,29.218112,1
"1348",8448,0,23,6.5,9,7,0,2,2.2,6.5,0.5,0.25,0.125,0
"1349",8448,0,23,6.5,9,7,1,4,4,8.5,2.5,6.25,15.625,1
"1350",8459,1,24,6.92,10,10,0,5,2.2,6.92,0.92,0.8464,0.778688,0
"1351",8459,1,24,6.92,10,10,1,6,3.3,8.92,2.92,8.5264,24.897088,1
"1352",8475,0,23,6.17,13,10,0,0,1.9,6.17,0.17,0.0289,0.00491299999999999,0
"1353",8475,0,23,6.17,13,10,1,0,4.2,8.17,2.17,4.7089,10.218313,1
"1354",8480,1,23,7.25,9,11,0,2,2.8,7.25,1.25,1.5625,1.953125,0
"1355",8480,1,23,7.25,9,11,1,2,4.2,9.25,3.25,10.5625,34.328125,1
"1356",8521,0,23,7.67,5,9,0,3,4,7.67,1.67,2.7889,4.657463,0
"1357",8521,0,23,7.67,5,9,1,6,5.2,9.67,3.67,13.4689,49.430863,1
"1358",8521,0,23,7.67,5,9,2,3,5.7,11.67,5.67,32.1489,182.284263,4
"1359",8521,0,23,7.67,5,9,3,3,8,13.67,7.67,58.8289,451.217663,9
"1360",8577,0,22,6.5,5,5,0,3,2.1,6.5,0.5,0.25,0.125,0
"1361",8577,0,22,6.5,5,5,2,0,4.8,10.5,4.5,20.25,91.125,4
"1362",8577,0,22,6.5,5,5,3,10,NA,12.5,6.5,42.25,274.625,9
"1363",8580,0,23,6,1,4,0,0,1.3,6,0,0,0,0
"1364",8580,0,23,6,1,4,2,0,3.7,10,4,16,64,4
"1365",8580,0,23,6,1,4,3,4,NA,12,6,36,216,9
"1366",8627,1,22,6.08,9,8,0,4,1.6,6.08,0.0800000000000001,0.00640000000000001,0.000512000000000001,0
"1367",8627,1,22,6.08,9,8,1,2,2.5,8.08,2.08,4.3264,8.998912,1
"1368",8627,1,22,6.08,9,8,2,3,2.6,10.08,4.08,16.6464,67.917312,4
"1369",8627,1,22,6.08,9,8,3,1,3.7,12.08,6.08,36.9664,224.755712,9
"1370",8705,0,22,6.08,11,9,0,2,1.8,6.08,0.0800000000000001,0.00640000000000001,0.000512000000000001,0
"1371",8705,0,22,6.08,11,9,1,1,4.9,8.08,2.08,4.3264,8.998912,1
"1372",8705,0,22,6.08,11,9,2,4,5.9,10.08,4.08,16.6464,67.917312,4
"1373",8705,0,22,6.08,11,9,3,4,7,12.08,6.08,36.9664,224.755712,9
"1374",8807,1,22,6.42,10,12,0,0,1.8,6.42,0.42,0.1764,0.074088,0
"1375",8807,1,22,6.42,10,12,1,0,3.3,8.42,2.42,5.8564,14.172488,1
"1376",8807,1,22,6.42,10,12,2,1,4.4,10.42,4.42,19.5364,86.350888,4
"1377",8807,1,22,6.42,10,12,3,1,6.1,12.42,6.42,41.2164,264.609288,9
"1378",8870,0,23,6,4,10,0,2,1.7,6,0,0,0,0
"1379",8870,0,23,6,4,10,1,1,3.7,8,2,4,8,1
"1380",8870,0,23,6,4,10,2,0,5.5,10,4,16,64,4
"1381",8870,0,23,6,4,10,3,0,6.3,12,6,36,216,9
"1382",8915,1,23,7.42,6,7,0,2,3.7,7.42,1.42,2.0164,2.863288,0
"1383",8915,1,23,7.42,6,7,1,2,5.3,9.42,3.42,11.6964,40.001688,1
"1384",8958,0,22,7,10,8,0,0,2.4,7,1,1,1,0
"1385",8958,0,22,7,10,8,1,2,2.7,9,3,9,27,1
"1386",9232,0,22,7.17,10,11,0,4,4.3,7.17,1.17,1.3689,1.601613,0
"1387",9232,0,22,7.17,10,11,1,2,4.2,9.17,3.17,10.0489,31.855013,1
"1388",9286,1,21,6.42,5,9,0,3,1.8,6.42,0.42,0.1764,0.074088,0
"1389",9286,1,21,6.42,5,9,1,4,3.8,8.42,2.42,5.8564,14.172488,1
"1390",9317,1,21,6,11,9,0,4,1.8,6,0,0,0,0
"1391",9317,1,21,6,11,9,1,6,3.4,8,2,4,8,1
"1392",9319,1,21,6,7,8,0,2,0.9,6,0,0,0,0
"1393",9319,1,21,6,7,8,1,5,5.2,8,2,4,8,1
