"","id","sexo","edad","edad_r","hab","prov","ccaa","edu","cs","p1","p2","p3","p4_1","p4_2","p4_3","p4_4","p5","p6","p7","hab_r","clase_social_r","situacion_laboral_r","educacion_r","ponde"
"67","67","Hombre",66,"65+","20.001 - 50.000","Ciudad Real","Castilla - La Mancha","Segundo Grado  2ª Ciclo FP Iº y IIº Bachiller superior BUP 3","C","No lo sé","Unidas Podemos (Podemos, Izquierda Unida, En Comú Podem, En Común Unidas Podemos…)","Unidas Podemos (Podemos, Izquierda Unida, En Comú Podem, En Común Unidas Podemos…)","No le votaría nunca 0","No le votaría nunca 0","No lo sé","No le votaría nunca 0","No voté","4","Máxima descentralización 0","Más de 10.000","Media","Trabaja","Segundo grado, segundo ciclo",1.101565
"68","68","Hombre",66,"65+","100.001 - 500.000","Huelva","Andalucía","Segundo Grado  2ª Ciclo FP Iº y IIº Bachiller superior BUP 3","C","8","Unidas Podemos (Podemos, Izquierda Unida, En Comú Podem, En Común Unidas Podemos…)","Unidas Podemos (Podemos, Izquierda Unida, En Comú Podem, En Común Unidas Podemos…)","6","2","8","No le votaría nunca 0","Unidas Podemos (Podemos, Izquierda Unida, En Comú Podem, En","4","6","Más de 10.000","Media","Pensionista","Segundo grado, segundo ciclo",1.319564
"69","69","Mujer",47,"45-54","10.001 - 20.000","Sevilla","Andalucía","Tercer Grado  1º Ciclo Equivalente a Ingeniero técnico 3 año","A2","Con toda seguridad, iría a votar 10","Unidas Podemos (Podemos, Izquierda Unida, En Comú Podem, En Común Unidas Podemos…)","Unidas Podemos (Podemos, Izquierda Unida, En Comú Podem, En Común Unidas Podemos…)","9","9","Le votaría siempre 10","No le votaría nunca 0","Unidas Podemos (Podemos, Izquierda Unida, En Comú Podem, En","3","No lo sé","Más de 10.000","Alta / Media Alta","Trabaja","Tercer grado, primer ciclo",0.757647
"70","70","Mujer",65,"65+","20.001 - 50.000","Santa Cruz de Tenerife","Canarias","Primer Grado (Certificado escolar, 1ª etapa de EGB, más o me","D","Con toda seguridad, iría a votar 10","Prefiero no contestar","Prefiero no contestar","5","3","4","2","PSOE (Partido Socialista Obrero Español)","5","5","Más de 10.000","Media baja / Baja","Pensionista","Segundo grado, primer ciclo y menos",1.398935
"71","71","Hombre",41,"35-44","< 10.000","Salamanca","Castilla y León","Segundo Grado  2ª Ciclo FP Iº y IIº Bachiller superior BUP 3","A2","Con toda seguridad, NO iría a votar 0","No lo sé","Ninguno","5","No le votaría nunca 0","5","No le votaría nunca 0","No lo sé","5","5","Menos de 10.000","Alta / Media Alta","Trabaja","Segundo grado, segundo ciclo",0.916075
"72","72","Mujer",60,"55-64","< 10.000","Asturias","Asturias, Principado de","Segundo Grado  2ª Ciclo FP Iº y IIº Bachiller superior BUP 3","B","Con toda seguridad, iría a votar 10","PP (Partido Popular)","PP (Partido Popular)","1","8","No le votaría nunca 0","6","PP (Partido Popular)","8","5","Menos de 10.000","Alta / Media Alta","Trabajo del hogar no remunerado","Segundo grado, segundo ciclo",0.731505
"73","73","Mujer",67,"65+","500.000+","Madrid","Madrid, Comunidad de","Segundo Grado  2ª Ciclo FP Iº y IIº Bachiller superior BUP 3","A1","No lo sé","No lo sé","PP (Partido Popular)","No le votaría nunca 0","8","No le votaría nunca 0","6","No voté","5","5","Más de 10.000","Alta / Media Alta","Pensionista","Segundo grado, segundo ciclo",1.479966
"74","74","Mujer",44,"35-44","10.001 - 20.000","Valencia/València","Comunitat Valenciana","Tercer Grado  1º Ciclo Equivalente a Ingeniero técnico 3 año","A2","8","Prefiero no contestar","Prefiero no contestar","No le votaría nunca 0","4","No le votaría nunca 0","No le votaría nunca 0","Prefiero no contestar","5","5","Más de 10.000","Alta / Media Alta","Trabaja","Tercer grado, primer ciclo",0.644009
"75","75","Mujer",57,"55-64","100.001 - 500.000","Bizkaia","País Vasco","Licenciatura, Grado - 2º Ciclo (Universitarios, Licenciados","B","Con toda seguridad, iría a votar 10","PSOE (Partido Socialista Obrero Español)","PSOE (Partido Socialista Obrero Español)","9","No le votaría nunca 0","8","No le votaría nunca 0","PSOE (Partido Socialista Obrero Español)","3","2","Más de 10.000","Alta / Media Alta","Trabaja","Tercer grado, segundo ciclo y más",0.826727
"76","76","Mujer",21,"18-24","100.001 - 500.000","Madrid","Madrid, Comunidad de","Segundo Grado  2ª Ciclo FP Iº y IIº Bachiller superior BUP 3","B","Con toda seguridad, iría a votar 10","PACMA (Partido Animalista Contra el Maltrato Animal)","Unidas Podemos (Podemos, Izquierda Unida, En Comú Podem, En Común Unidas Podemos…)","4","1","8","No le votaría nunca 0","Unidas Podemos (Podemos, Izquierda Unida, En Comú Podem, En","2","5","Más de 10.000","Alta / Media Alta","Estudiante","Segundo grado, segundo ciclo",0.562098
"77","77","Mujer",46,"45-54","< 10.000","Salamanca","Castilla y León","Tercer grado (Doctorado)","B","Con toda seguridad, iría a votar 10","PP (Partido Popular)","PP (Partido Popular)","1","Le votaría siempre 10","No le votaría nunca 0","6","PP (Partido Popular)","7","6","Menos de 10.000","Alta / Media Alta","Trabaja","Tercer grado, segundo ciclo y más",0.786373
"78","78","Hombre",52,"45-54","100.001 - 500.000","Asturias","Asturias, Principado de","Licenciatura, Grado - 2º Ciclo (Universitarios, Licenciados","A2","Con toda seguridad, iría a votar 10","PP (Partido Popular)","PP (Partido Popular)","2","9","No le votaría nunca 0","7","PP (Partido Popular)","7","5","Más de 10.000","Alta / Media Alta","Trabaja","Tercer grado, segundo ciclo y más",0.65551
"79","79","Hombre",73,"65+","100.001 - 500.000","Almería","Andalucía","Segundo Grado - 1º Ciclo (Graduado escolar, o EGB 2ª etapa,","C","Con toda seguridad, iría a votar 10","Vox","Vox","No le votaría nunca 0","4","No le votaría nunca 0","Le votaría siempre 10","Vox","Extrema derecha 10","No lo sé","Más de 10.000","Media","Pensionista","Segundo grado, primer ciclo y menos",1.319564
"80","80","Hombre",45,"45-54","100.001 - 500.000","Bizkaia","País Vasco","Licenciatura, Grado - 2º Ciclo (Universitarios, Licenciados","A2","Con toda seguridad, iría a votar 10","PSOE (Partido Socialista Obrero Español)","PSOE (Partido Socialista Obrero Español)","Le votaría siempre 10","3","6","No le votaría nunca 0","PSOE (Partido Socialista Obrero Español)","3","5","Más de 10.000","Alta / Media Alta","Trabaja","Tercer grado, segundo ciclo y más",0.925325
"81","81","Hombre",70,"65+","20.001 - 50.000","Córdoba","Andalucía","Segundo Grado  2ª Ciclo FP Iº y IIº Bachiller superior BUP 3","E2","9","Vox","Vox","No le votaría nunca 0","No le votaría nunca 0","No le votaría nunca 0","Le votaría siempre 10","No voté","5","Máximo centralismo 10","Más de 10.000","Media baja / Baja","Pensionista","Segundo grado, segundo ciclo",2.492755
"82","82","Hombre",67,"65+","20.001 - 50.000","Málaga","Andalucía","Tercer Grado  1º Ciclo Equivalente a Ingeniero técnico 3 año","C","9","PP (Partido Popular)","PP (Partido Popular)","4","7","2","3","PP (Partido Popular)","5","6","Más de 10.000","Media","Pensionista","Tercer grado, primer ciclo",1.400897
"83","83","Hombre",67,"65+","10.001 - 20.000","Santa Cruz de Tenerife","Canarias","Segundo Grado  2ª Ciclo FP Iº y IIº Bachiller superior BUP 3","D","8","No lo sé","CCa-PNC-Nueva Canarias (Coalición Canaria-Partido Nacionalista Canario)","1","2","No le votaría nunca 0","3","CCa-PNC-Nueva Canarias (Coalición Canaria-Partido Nacionalis","7","6","Más de 10.000","Media baja / Baja","Pensionista","Segundo grado, segundo ciclo",1.297643
"84","84","Hombre",69,"65+","< 10.000","Sevilla","Andalucía","Segundo Grado  2ª Ciclo FP Iº y IIº Bachiller superior BUP 3","C","Con toda seguridad, iría a votar 10","PP (Partido Popular)","PP (Partido Popular)","No le votaría nunca 0","Le votaría siempre 10","No le votaría nunca 0","No le votaría nunca 0","PP (Partido Popular)","6","Máximo centralismo 10","Menos de 10.000","Media","Pensionista","Segundo grado, segundo ciclo",1.648165
"85","85","Mujer",48,"45-54","100.001 - 500.000","Ourense","Galicia","Segundo Grado  2ª Ciclo FP Iº y IIº Bachiller superior BUP 3","A2","4","No votaré","PSOE (Partido Socialista Obrero Español)","3","No le votaría nunca 0","3","No le votaría nunca 0","No voté","4","4","Más de 10.000","Alta / Media Alta","Trabaja","Segundo grado, segundo ciclo",0.653598
"86","86","Hombre",80,"65+","< 10.000","Alicante/Alacant","Comunitat Valenciana","Segundo Grado  2ª Ciclo FP Iº y IIº Bachiller superior BUP 3","C","Con toda seguridad, iría a votar 10","PACMA (Partido Animalista Contra el Maltrato Animal)","PACMA (Partido Animalista Contra el Maltrato Animal)","2","1","8","1","PACMA (Partido Animalista Contra el Maltrato Animal)","5","1","Menos de 10.000","Media","Pensionista","Segundo grado, segundo ciclo",1.31623
"87","87","Hombre",73,"65+","< 10.000","Cáceres","Extremadura","Segundo Grado  2ª Ciclo FP Iº y IIº Bachiller superior BUP 3","D","9","PP (Partido Popular)","PP (Partido Popular)","4","6","No le votaría nunca 0","1","PP (Partido Popular)","5","3","Menos de 10.000","Media baja / Baja","Pensionista","Segundo grado, segundo ciclo",2.105413
"88","88","Hombre",63,"55-64","< 10.000","Asturias","Asturias, Principado de","Segundo Grado  2ª Ciclo FP Iº y IIº Bachiller superior BUP 3","B","Con toda seguridad, iría a votar 10","PP (Partido Popular)","PP (Partido Popular)","1","8","No le votaría nunca 0","6","PP (Partido Popular)","8","5","Menos de 10.000","Alta / Media Alta","Trabaja","Segundo grado, segundo ciclo",0.736766
"89","89","Mujer",64,"55-64","10.001 - 20.000","Gipuzkoa","País Vasco","Tercer Grado (Máster)","D","Con toda seguridad, iría a votar 10","Unidas Podemos (Podemos, Izquierda Unida, En Comú Podem, En Común Unidas Podemos…)","EH-Bildu (Euskal Herria Bildu)","5","No le votaría nunca 0","9","No le votaría nunca 0","Unidas Podemos (Podemos, Izquierda Unida, En Comú Podem, En","3","No lo sé","Más de 10.000","Media baja / Baja","Trabajo del hogar no remunerado","Tercer grado, segundo ciclo y más",1.153876
"90","90","Mujer",67,"65+","20.001 - 50.000","Almería","Andalucía","Licenciatura, Grado - 2º Ciclo (Universitarios, Licenciados","A1","Con toda seguridad, NO iría a votar 0","No lo sé","No lo sé","No le votaría nunca 0","5","No le votaría nunca 0","5","No voté","5","5","Más de 10.000","Alta / Media Alta","Pensionista","Tercer grado, segundo ciclo y más",1.793278
"91","91","Mujer",65,"65+","20.001 - 50.000","Santa Cruz de Tenerife","Canarias","Segundo Grado  2ª Ciclo FP Iº y IIº Bachiller superior BUP 3","A2","Con toda seguridad, iría a votar 10","Vox","Vox","No le votaría nunca 0","7","No le votaría nunca 0","9","PP (Partido Popular)","9","9","Más de 10.000","Alta / Media Alta","Trabaja","Segundo grado, segundo ciclo",1.064923
"92","92","Hombre",34,"25-34","20.001 - 50.000","Valencia/València","Comunitat Valenciana","Tercer Grado (Máster)","A1","Con toda seguridad, iría a votar 10","Más País (Equo, Compromís, CHA)","Más País (Equo, Compromís, CHA)","5","No le votaría nunca 0","5","No le votaría nunca 0","Más País (Equo, Més Compromís, CHA)","5","3","Más de 10.000","Alta / Media Alta","Trabaja","Tercer grado, segundo ciclo y más",1.095235
"93","93","Mujer",77,"65+","100.001 - 500.000","Ourense","Galicia","Segundo Grado  2ª Ciclo FP Iº y IIº Bachiller superior BUP 3","A2","Con toda seguridad, iría a votar 10","Ciudadanos","Ciudadanos","1","No le votaría nunca 0","6","1","Más País (Equo, Més Compromís, CHA)","3","Máximo centralismo 10","Más de 10.000","Alta / Media Alta","Pensionista","Segundo grado, segundo ciclo",0.934361
"94","94","Mujer",59,"55-64","< 10.000","Girona","Cataluña","Tercer Grado  1º Ciclo Equivalente a Ingeniero técnico 3 año","C","7","Unidas Podemos (Podemos, Izquierda Unida, En Comú Podem, En Común Unidas Podemos…)","Unidas Podemos (Podemos, Izquierda Unida, En Comú Podem, En Común Unidas Podemos…)","6","4","7","1","Unidas Podemos (Podemos, Izquierda Unida, En Comú Podem, En","2","3","Menos de 10.000","Media","Trabaja","Tercer grado, primer ciclo",1.008402
"95","95","Hombre",65,"65+","< 10.000","Cantabria","Cantabria","Tercer Grado  1º Ciclo Equivalente a Ingeniero técnico 3 año","C","Con toda seguridad, iría a votar 10","PRC","PRC","6","No le votaría nunca 0","4","No le votaría nunca 0","PRC","3","3","Menos de 10.000","Media","Pensionista","Tercer grado, primer ciclo",1.196454
"96","96","Mujer",61,"55-64","500.000+","Barcelona","Cataluña","Segundo Grado  2ª Ciclo FP Iº y IIº Bachiller superior BUP 3","A2","No lo sé","No lo sé","No lo sé","No lo sé","No lo sé","No lo sé","No lo sé","No lo sé","No lo sé","No lo sé","Más de 10.000","Alta / Media Alta","Trabaja","Segundo grado, segundo ciclo",0.696157
"97","97","Hombre",44,"35-44","20.001 - 50.000","Valencia/València","Comunitat Valenciana","Segundo Grado  2ª Ciclo FP Iº y IIº Bachiller superior BUP 3","E1","Con toda seguridad, iría a votar 10","PP (Partido Popular)","PP (Partido Popular)","2","6","No le votaría nunca 0","No le votaría nunca 0","Ciudadanos","5","5","Más de 10.000","Media baja / Baja","Trabaja","Segundo grado, segundo ciclo",0.941166
"98","98","Mujer",48,"45-54","50.001 - 100.000","Alicante/Alacant","Comunitat Valenciana","Segundo Grado  2ª Ciclo FP Iº y IIº Bachiller superior BUP 3","E1","Con toda seguridad, iría a votar 10","No lo sé","PACMA (Partido Animalista Contra el Maltrato Animal)","5","1","3","No le votaría nunca 0","PSOE (Partido Socialista Obrero Español)","5","5","Más de 10.000","Media baja / Baja","Parado","Segundo grado, segundo ciclo",0.942636
"99","99","Hombre",56,"55-64","< 10.000","Valencia/València","Comunitat Valenciana","Segundo Grado  2ª Ciclo FP Iº y IIº Bachiller superior BUP 3","D","Con toda seguridad, iría a votar 10","PSOE (Partido Socialista Obrero Español)","PSOE (Partido Socialista Obrero Español)","Le votaría siempre 10","No le votaría nunca 0","3","No le votaría nunca 0","PSOE (Partido Socialista Obrero Español)","3","8","Menos de 10.000","Media baja / Baja","Trabaja","Segundo grado, segundo ciclo",1.000035
"100","100","Hombre",66,"65+","< 10.000","Madrid","Madrid, Comunidad de","Segundo Grado  2ª Ciclo FP Iº y IIº Bachiller superior BUP 3","D","5","PSOE (Partido Socialista Obrero Español)","PSOE (Partido Socialista Obrero Español)","8","No le votaría nunca 0","No le votaría nunca 0","No le votaría nunca 0","PSOE (Partido Socialista Obrero Español)","3","5","Menos de 10.000","Media baja / Baja","Pensionista","Segundo grado, segundo ciclo",1.572822
"101","101","Hombre",58,"55-64","< 10.000","Valencia/València","Comunitat Valenciana","Segundo Grado - 1º Ciclo (Graduado escolar, o EGB 2ª etapa,","C","1","PSOE (Partido Socialista Obrero Español)","PSOE (Partido Socialista Obrero Español)","9","1","6","No le votaría nunca 0","PSOE (Partido Socialista Obrero Español)","1","5","Menos de 10.000","Media","Parado","Segundo grado, primer ciclo y menos",0.900335
"102","102","Hombre",45,"45-54","20.001 - 50.000","Barcelona","Cataluña","Segundo Grado  2ª Ciclo FP Iº y IIº Bachiller superior BUP 3","E1","Con toda seguridad, iría a votar 10","ERC - Sobiranistes","JxCAT - Junts","2","No le votaría nunca 0","4","No le votaría nunca 0","Más País (Equo, Més Compromís, CHA)","2","Máxima descentralización 0","Más de 10.000","Media baja / Baja","Trabajo del hogar no remunerado","Segundo grado, segundo ciclo",0.997503
"103","103","Hombre",60,"55-64","20.001 - 50.000","Tarragona","Cataluña","Segundo Grado - 1º Ciclo (Graduado escolar, o EGB 2ª etapa,","E1","Con toda seguridad, iría a votar 10","Unidas Podemos (Podemos, Izquierda Unida, En Comú Podem, En Común Unidas Podemos…)","Unidas Podemos (Podemos, Izquierda Unida, En Comú Podem, En Común Unidas Podemos…)","5","No le votaría nunca 0","8","No le votaría nunca 0","Unidas Podemos (Podemos, Izquierda Unida, En Comú Podem, En","5","8","Más de 10.000","Media baja / Baja","Pensionista","Segundo grado, primer ciclo y menos",0.975417
"104","104","Hombre",77,"65+","500.000+","Barcelona","Cataluña","Tercer Grado  1º Ciclo Equivalente a Ingeniero técnico 3 año","B","9","No lo sé","Unidas Podemos (Podemos, Izquierda Unida, En Comú Podem, En Común Unidas Podemos…)","7","3","7","No le votaría nunca 0","Unidas Podemos (Podemos, Izquierda Unida, En Comú Podem, En","3","3","Más de 10.000","Alta / Media Alta","Pensionista","Tercer grado, primer ciclo",0.943302
"105","105","Hombre",71,"65+","100.001 - 500.000","Pontevedra","Galicia","Tercer Grado  1º Ciclo Equivalente a Ingeniero técnico 3 año","A2","Con toda seguridad, iría a votar 10","Unidas Podemos (Podemos, Izquierda Unida, En Comú Podem, En Común Unidas Podemos…)","Unidas Podemos (Podemos, Izquierda Unida, En Comú Podem, En Común Unidas Podemos…)","7","No le votaría nunca 0","9","No le votaría nunca 0","Unidas Podemos (Podemos, Izquierda Unida, En Comú Podem, En","3","4","Más de 10.000","Alta / Media Alta","Pensionista","Tercer grado, primer ciclo",0.94108
"106","106","Mujer",68,"65+","100.001 - 500.000","León","Castilla y León","Tercer Grado  1º Ciclo Equivalente a Ingeniero técnico 3 año","C","Con toda seguridad, iría a votar 10","PSOE (Partido Socialista Obrero Español)","PSOE (Partido Socialista Obrero Español)","Le votaría siempre 10","No le votaría nunca 0","5","No le votaría nunca 0","PSOE (Partido Socialista Obrero Español)","3","3","Más de 10.000","Media","Pensionista","Tercer grado, primer ciclo",1.156716
"107","107","Mujer",60,"55-64","< 10.000","Badajoz","Extremadura","Segundo Grado - 1º Ciclo (Graduado escolar, o EGB 2ª etapa,","E2","Con toda seguridad, iría a votar 10","PSOE (Partido Socialista Obrero Español)","PSOE (Partido Socialista Obrero Español)","Le votaría siempre 10","3","2","4","PSOE (Partido Socialista Obrero Español)","3","5","Menos de 10.000","Media baja / Baja","Trabajo del hogar no remunerado","Segundo grado, primer ciclo y menos",2.330535
